#plate-ifu   agc   sep   dv   mhi   mhilim200   rms
9881-1902           -1      -1.00000      -1.00000      -1.00000        9.2146790       2.66623
9881-3701           -1      -1.00000      -1.00000      -1.00000        10.655561       2.77413
9881-3702           -1      -1.00000      -1.00000      -1.00000        9.1315918       2.29695
9881-3703           -1      -1.00000      -1.00000      -1.00000        9.1678560       2.43533
9881-3704           -1      -1.00000      -1.00000      -1.00000        9.3437357       2.49429
9881-6101           -1      -1.00000      -1.00000      -1.00000        9.9782162       2.99106
9881-6102       231440       5.27246       17.9390       9.99000       -1.0000000       2.53014
9881-6103           -1      -1.00000      -1.00000      -1.00000        9.9386144       2.59151
9881-6104           -1      -1.00000      -1.00000      -1.00000        9.1808883       2.37816
9881-9101           -1      -1.00000      -1.00000      -1.00000        9.1906292       2.26462
9881-9102       725701       12.9003       86.6668       9.85000       -1.0000000       2.53055
9882-12701           -1      -1.00000      -1.00000      -1.00000        9.2469968       2.62318
9882-12702       732746       6.38440       8.39626       10.0700       -1.0000000       2.50548
9882-12703           -1      -1.00000      -1.00000      -1.00000        9.2729684       2.45863
9882-12704       743412       39.0609       41.1830       9.21000       -1.0000000       2.61971
9882-12705       231076       14.6980       5.01842       10.0800       -1.0000000       2.41171
9882-1901           -1      -1.00000      -1.00000      -1.00000        9.3025764       2.46992
9882-1902           -1      -1.00000      -1.00000      -1.00000        9.2791869       2.67232
9882-3701         8706       81.3206       88.8481       10.1600       -1.0000000       2.56340
9882-3702           -1      -1.00000      -1.00000      -1.00000        10.192293       2.57196
9882-3703           -1      -1.00000      -1.00000      -1.00000        9.2305959       2.44948
9882-3704           -1      -1.00000      -1.00000      -1.00000        9.2498345       2.84565
9882-6101           -1      -1.00000      -1.00000      -1.00000        9.2448114       2.40903
9882-6102           -1      -1.00000      -1.00000      -1.00000        9.2127483       2.54674
9882-6103       231515       78.2947       78.2505       9.78000       -1.0000000       2.30263
9882-6104           -1      -1.00000      -1.00000      -1.00000        9.2011559       2.35330
9882-9101           -1      -1.00000      -1.00000      -1.00000        9.2877495       2.39439
9885-12701           -1      -1.00000      -1.00000      -1.00000        9.6031512       2.64357
9885-12703           -1      -1.00000      -1.00000      -1.00000        9.6581152       2.90508
9885-12704           -1      -1.00000      -1.00000      -1.00000        9.5830277       2.68095
9885-3702           -1      -1.00000      -1.00000      -1.00000        9.5534651       2.50742
9885-6103       255250       16.9264       21.3511       9.72000       -1.0000000       2.40027
9886-12701       251210       26.6737       2.00506       9.44000       -1.0000000       2.39444
9886-12702       727297       35.9308       27.7277       9.96000       -1.0000000       2.76474
9886-12703       252190       21.4897       9.33484       9.78000       -1.0000000       2.35085
9886-12704       749351       15.6282       10.7645       9.38000       -1.0000000       2.52003
9886-12705        10073       14.4142       11.8851       10.0900       -1.0000000       2.55528
9886-1901           -1      -1.00000      -1.00000      -1.00000        9.3543000       2.52959
9886-1902           -1      -1.00000      -1.00000      -1.00000        10.088384       2.80802
9886-3701        10063       8.05052       12.8363       9.48000       -1.0000000       2.57037
9886-3702       255120       9.27976       20.3459       8.84000       -1.0000000       2.70909
9886-3703           -1      -1.00000      -1.00000      -1.00000        10.092718       2.74709
9886-3704        10074       17.5519       3.26688       10.3700       -1.0000000       2.61414
9886-6101           -1      -1.00000      -1.00000      -1.00000        9.3325502       2.42823
9886-6102           -1      -1.00000      -1.00000      -1.00000        8.9846428       2.31413
9886-6103       251201       23.7722       83.4420       9.63000       -1.0000000       2.37810
9886-6104           -1      -1.00000      -1.00000      -1.00000        9.5706462       2.59946
9886-9101       727310       9.98612       8.14304       9.38000       -1.0000000       1.94631
9886-9102           -1      -1.00000      -1.00000      -1.00000        9.3390670       2.38457
9887-12701       258644       26.6238       5.39106       9.71000       -1.0000000       2.22228
9887-12702           -1      -1.00000      -1.00000      -1.00000        10.330908       2.75348
9887-12703           -1      -1.00000      -1.00000      -1.00000        10.124826       2.83145
9887-12704           -1      -1.00000      -1.00000      -1.00000        10.170257       2.86898
9887-12705           -1      -1.00000      -1.00000      -1.00000        10.141203       2.85350
9887-1901           -1      -1.00000      -1.00000      -1.00000        10.255127       2.92822
9887-1902           -1      -1.00000      -1.00000      -1.00000        10.185050       2.83828
9887-3701           -1      -1.00000      -1.00000      -1.00000        9.2954890       2.12711
9887-3702           -1      -1.00000      -1.00000      -1.00000        9.2335552       2.09499
9887-3703           -1      -1.00000      -1.00000      -1.00000        10.313019       2.72783
9887-3704           -1      -1.00000      -1.00000      -1.00000        10.212200       2.80471
9887-6101           -1      -1.00000      -1.00000      -1.00000        10.212144       2.87201
9887-6102           -1      -1.00000      -1.00000      -1.00000        9.2239235       2.06465
9887-6103           -1      -1.00000      -1.00000      -1.00000        9.2868586       2.04078
9887-6104           -1      -1.00000      -1.00000      -1.00000        10.175948       2.72192
9887-9101           -1      -1.00000      -1.00000      -1.00000        10.301545       2.84373
9887-9102           -1      -1.00000      -1.00000      -1.00000        10.255969       2.85303
9888-12701           -1      -1.00000      -1.00000      -1.00000        9.3553071       2.37196
9888-12702           -1      -1.00000      -1.00000      -1.00000        10.182209       2.98910
9888-12703           -1      -1.00000      -1.00000      -1.00000        10.244130       2.95477
9888-12704       251186       3.12849       28.0058       10.0100       -1.0000000       2.36685
9888-12705        10035       61.3203       17.3542       9.87000       -1.0000000       2.73752
9888-1901           -1      -1.00000      -1.00000      -1.00000        10.123676       2.88943
9888-1902           -1      -1.00000      -1.00000      -1.00000        10.109632       2.83057
9888-3701       251185       21.4873       21.7485       9.84000       -1.0000000       2.37881
9888-3702           -1      -1.00000      -1.00000      -1.00000        9.3228490       2.38158
9888-3703           -1      -1.00000      -1.00000      -1.00000        10.173332       2.80923
9888-3704           -1      -1.00000      -1.00000      -1.00000        10.179182       3.02750
9888-6101           -1      -1.00000      -1.00000      -1.00000        10.143756       2.92407
9888-6102           -1      -1.00000      -1.00000      -1.00000        10.169539       3.19308
9888-6103           -1      -1.00000      -1.00000      -1.00000        10.306312       2.87181
9888-6104           -1      -1.00000      -1.00000      -1.00000        10.756246       3.03134
9888-9101       254849       29.1476       29.0717       9.52000       -1.0000000       2.26881
9889-12701           -1      -1.00000      -1.00000      -1.00000        10.333049       2.75487
9889-12702       251155       27.6942       49.8233       9.79000       -1.0000000       2.53211
9889-12703           -1      -1.00000      -1.00000      -1.00000        10.194287       2.69677
9889-12704           -1      -1.00000      -1.00000      -1.00000        9.6352380       2.52988
9889-12705           -1      -1.00000      -1.00000      -1.00000        10.332055       2.50002
9889-1901       727225       28.8412       45.2367       9.59000       -1.0000000       2.41877
9889-1902       727227       59.0443       34.9756       9.56000       -1.0000000       2.11112
9889-3701           -1      -1.00000      -1.00000      -1.00000        9.4064120       2.45560
9889-3702           -1      -1.00000      -1.00000      -1.00000        9.4138807       2.52000
9889-3703           -1      -1.00000      -1.00000      -1.00000        10.331795       2.76838
9889-3704           -1      -1.00000      -1.00000      -1.00000        9.3913258       2.39471
9889-6101       727240       33.9979       7.88304       9.44000       -1.0000000       2.12234
9889-6102       727221       34.6815       7.98084       9.16000       -1.0000000       1.82695
